"state"	"fips"	"county"	"mukey"	"musym"	"muname"	"cokey"	"comppct"	"slope"	"slopelenusle"	"hzdept_r"	"hzdepb_r"	"kffact"	"dbthirdbar_r"	"ph1to1h2o_r"	"wthirdbar_r"	"wfifteenbar_r"	"awc_r"	"claytotal_r"	"sandtotal_r"	"ksat_r"	"om_r"	"ll_r"	"texdesc"
"IA"	"IA169"	"Story"	"411341"	"L638D2"	"Omsrud-Storden complex, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195576"	"10"	"3"		"23"	"86"	".28"	"1.35"	"6.2"	"28.1"	"13.8"	"0.18"	"21"	"46"	"9.17"	"2.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"411341"	"L638D2"	"Omsrud-Storden complex, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195576"	"10"	"3"		"132"	"200"	".32"	"1.6"	"7"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411341"	"L638D2"	"Omsrud-Storden complex, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195576"	"10"	"3"		"0"	"23"	".28"	"1.3"	"6.2"	"28.6"	"14.5"	"0.21"	"21"	"46"	"9.17"	"3.5"	"39"	"Loam"
"IA"	"IA169"	"Story"	"411341"	"L638D2"	"Omsrud-Storden complex, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195577"	"55"	"12"	"40"	"0"	"23"	".28"	"1.3"	"6.2"	"26.7"	"11.9"	"0.18"	"18"	"51"	"9.17"	"2.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"411341"	"L638D2"	"Omsrud-Storden complex, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195577"	"55"	"12"	"40"	"23"	"61"	".32"	"1.4"	"6.6"	"27"	"12.2"	"0.18"	"21"	"45"	"9.17"	"0.75"	"33"	"Loam"
"IA"	"IA169"	"Story"	"411341"	"L638D2"	"Omsrud-Storden complex, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195577"	"55"	"12"	"40"	"61"	"91"	".32"	"1.55"	"7.8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.5"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411341"	"L638D2"	"Omsrud-Storden complex, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195577"	"55"	"12"	"40"	"91"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"411342"	"65F"	"Lindley loam, 18 to 25 percent slopes"	"16195579"	"95"	"22"	"30"	"0"	"28"	".32"	"1.3"	"5.9"	"28.8"	"14.3"	"0.17"	"22.5"	"39.8"	"9"	"2.5"	"30"	"Loam"
"IA"	"IA169"	"Story"	"411342"	"65F"	"Lindley loam, 18 to 25 percent slopes"	"16195579"	"95"	"22"	"30"	"28"	"104"	".32"	"1.45"	"5.5"	"31.4"	"18.4"	"0.16"	"30"	"33.5"	"3"	"0.55"	"37.5"	"Clay loam"
"IA"	"IA169"	"Story"	"411342"	"65F"	"Lindley loam, 18 to 25 percent slopes"	"16195579"	"95"	"22"	"30"	"104"	"152"	".37"	"1.5"	"7"	"30.8"	"17.5"	"0.14"	"28"	"34.4"	"3"	"0.3"	"30"	"Clay loam"
"IA"	"IA169"	"Story"	"411343"	"828B"	"Zenor sandy loam, 2 to 5 percent slopes"	"16195684"	"85"	"4"	"36"	"0"	"28"	".17"	"1.53"	"6.5"	"18.5"	"9.9"	"0.11"	"12.5"	"67.9"	"28"	"2"	"20"	"Sandy loam"
"IA"	"IA169"	"Story"	"411343"	"828B"	"Zenor sandy loam, 2 to 5 percent slopes"	"16195684"	"85"	"4"	"36"	"28"	"58"	".20"	"1.58"	"7.3"	"18.8"	"10.3"	"0.1"	"16"	"65.1"	"28"	"0.5"	"20"	"Sandy loam"
"IA"	"IA169"	"Story"	"411343"	"828B"	"Zenor sandy loam, 2 to 5 percent slopes"	"16195684"	"85"	"4"	"36"	"58"	"152"	".24"	"1.68"	"8.2"	"12.2"	"4.1"	"0.02"	"5"	"79.2"	"92"	"0.5"	"17.5"	"Gravelly loamy sand"
"IA"	"IA169"	"Story"	"411344"	"828C2"	"Zenor sandy loam, 5 to 9 percent slopes, moderately eroded"	"16195674"	"85"	"7"	"36"	"28"	"58"	".20"	"1.58"	"7.3"	"18.8"	"10.3"	"0.1"	"16"	"65.1"	"28"	"0.5"	"20"	"Sandy loam"
"IA"	"IA169"	"Story"	"411344"	"828C2"	"Zenor sandy loam, 5 to 9 percent slopes, moderately eroded"	"16195674"	"85"	"7"	"36"	"0"	"28"	".17"	"1.53"	"6.5"	"18"	"9.3"	"0.11"	"12.5"	"67.9"	"28"	"1.5"	"20"	"Sandy loam"
"IA"	"IA169"	"Story"	"411344"	"828C2"	"Zenor sandy loam, 5 to 9 percent slopes, moderately eroded"	"16195674"	"85"	"7"	"36"	"58"	"152"	".24"	"1.68"	"8.2"	"12.2"	"4.1"	"0.02"	"5"	"79.2"	"92"	"0.5"	"17.5"	"Gravelly loamy sand"
"IA"	"IA169"	"Story"	"411345"	"90"	"Okoboji mucky silt loam, 0 to 1 percent slopes"	"16195661"	"95"	"0"	"25"	"0"	"38"	".32"	"1.23"	"7.2"	"37.5"	"28.9"	"0.24"	"25"	"20.1"	"9"	"15"	"75"	"Mucky silt loam"
"IA"	"IA169"	"Story"	"411345"	"90"	"Okoboji mucky silt loam, 0 to 1 percent slopes"	"16195661"	"95"	"0"	"25"	"38"	"84"	".28"	"1.35"	"7.2"	"38.2"	"30.5"	"0.19"	"38.5"	"7.4"	"0.7"	"8.5"	"60"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411345"	"90"	"Okoboji mucky silt loam, 0 to 1 percent slopes"	"16195661"	"95"	"0"	"25"	"84"	"102"	".28"	"1.38"	"7.5"	"35.4"	"25.2"	"0.19"	"40"	"7.1"	"0.7"	"3.5"	"60"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411345"	"90"	"Okoboji mucky silt loam, 0 to 1 percent slopes"	"16195661"	"95"	"0"	"25"	"102"	"152"	".43"	"1.45"	"7.9"	"30.8"	"18"	"0.19"	"28"	"20.1"	"3"	"2"	"50"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411345"	"90"	"Okoboji mucky silt loam, 0 to 1 percent slopes"	"16195662"	"5"	"2"		"20"	"41"	".17"	"1.38"	"8.2"	"32.3"	"19.9"	"0.2"	"26"	"38"	"9"	"5"	"37.5"	"Loam"
"IA"	"IA169"	"Story"	"411345"	"90"	"Okoboji mucky silt loam, 0 to 1 percent slopes"	"16195662"	"5"	"2"		"41"	"107"	".28"	"1.45"	"8.2"	"30.6"	"17.2"	"0.18"	"25"	"38.5"	"9"	"2.5"	"45"	"Loam"
"IA"	"IA169"	"Story"	"411345"	"90"	"Okoboji mucky silt loam, 0 to 1 percent slopes"	"16195662"	"5"	"2"		"107"	"152"	".32"	"1.6"	"7.9"	"29.4"	"15.9"	"0.18"	"25"	"38.5"	"9"	"0.5"	"32.5"	"Loam"
"IA"	"IA169"	"Story"	"411345"	"90"	"Okoboji mucky silt loam, 0 to 1 percent slopes"	"16195662"	"5"	"2"		"0"	"20"	".20"	"1.38"	"8.2"	"32.3"	"19.9"	"0.2"	"26"	"38"	"9"	"5"	"37.5"	"Loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195580"	"2"	"1"		"91"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195580"	"2"	"1"		"41"	"51"	".28"	"1.35"	"7.7"	"32.4"	"20.7"	"0.18"	"32"	"32"	"2.82"	"3"	"47"	"Clay loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195580"	"2"	"1"		"23"	"41"	".24"	"1.35"	"7.7"	"33.6"	"23"	"0.18"	"32"	"32"	"2.82"	"5"	"51"	"Clay loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195580"	"2"	"1"		"0"	"23"	".28"	"1.05"	"7.5"	"31.5"	"19.4"	"0.18"	"32"	"30"	"2.82"	"7"	"54"	"Clay loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195580"	"2"	"1"		"51"	"91"	".32"	"1.4"	"8"	"30.4"	"17.1"	"0.17"	"27"	"39"	"2.82"	"1.5"	"38"	"Clay loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195581"	"85"	"1"	"25"	"160"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"30"	"Loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195581"	"85"	"1"	"25"	"20"	"41"	".24"	"1.35"	"8"	"33.6"	"23"	"0.18"	"32"	"32"	"2.82"	"5"	"50"	"Clay loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195581"	"85"	"1"	"25"	"0"	"20"	".24"	"1.05"	"7.5"	"31.5"	"19.4"	"0.18"	"32"	"30"	"2.82"	"7"	"54"	"Clay loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195581"	"85"	"1"	"25"	"41"	"160"	".32"	"1.4"	"8"	"29.2"	"15.3"	"0.18"	"25"	"39"	"9.17"	"1.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195582"	"10"	"0"		"127"	"200"	".37"	"1.6"	"8"	"31"	"18.3"	"0.15"	"28"	"35"	"2.82"	"0.25"	"37"	"Clay loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195582"	"10"	"0"		"99"	"127"	".32"	"1.4"	"7.3"	"31.7"	"19.3"	"0.17"	"31"	"24"	"2.82"	"1.5"	"44"	"Clay loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195582"	"10"	"0"		"0"	"23"	".28"	"0.95"	"7"	"32.9"	"20.3"	"0.18"	"33"	"22"	"2.82"	"9"	"60"	"Clay loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195582"	"10"	"0"		"23"	"99"	".28"	"1.3"	"7"	"35.1"	"24.5"	"0.18"	"33"	"26"	"2.82"	"6"	"54"	"Clay loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195583"	"3"	"0"		"0"	"20"	".32"	"0.95"	"6.8"	"33.5"	"21"	"0.22"	"36"	"11"	"0.92"	"9"	"64"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195583"	"3"	"0"		"97"	"200"	".37"	"1.6"	"7.4"	"31.6"	"19.3"	"0.19"	"31"	"16"	"2.82"	"0.25"	"41"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195583"	"3"	"0"		"84"	"97"	".37"	"1.4"	"7.1"	"34"	"22"	"0.19"	"36"	"15"	"0.92"	"1.5"	"49"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411346"	"95"	"Harps clay loam, 0 to 2 percent slopes"	"16195583"	"3"	"0"		"20"	"84"	".32"	"1.3"	"7"	"35.8"	"25.4"	"0.22"	"36"	"12"	"0.92"	"6"	"58"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411347"	"956"	"Harps-Okoboji complex, 0 to 2 percent slopes"	"16195631"	"35"	"0"	"25"	"0"	"20"	".32"	"0.95"	"6.8"	"33.5"	"21"	"0.22"	"36"	"11"	"0.92"	"9"	"64"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411347"	"956"	"Harps-Okoboji complex, 0 to 2 percent slopes"	"16195631"	"35"	"0"	"25"	"97"	"200"	".37"	"1.6"	"7.4"	"31.6"	"19.3"	"0.19"	"31"	"16"	"2.82"	"0.25"	"41"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411347"	"956"	"Harps-Okoboji complex, 0 to 2 percent slopes"	"16195631"	"35"	"0"	"25"	"84"	"97"	".37"	"1.4"	"7.1"	"34"	"22"	"0.19"	"36"	"15"	"0.92"	"1.5"	"49"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411347"	"956"	"Harps-Okoboji complex, 0 to 2 percent slopes"	"16195631"	"35"	"0"	"25"	"20"	"84"	".32"	"1.3"	"7"	"35.8"	"25.4"	"0.22"	"36"	"12"	"0.92"	"6"	"58"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411347"	"956"	"Harps-Okoboji complex, 0 to 2 percent slopes"	"16195632"	"10"	"1"		"91"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411347"	"956"	"Harps-Okoboji complex, 0 to 2 percent slopes"	"16195632"	"10"	"1"		"41"	"51"	".28"	"1.35"	"7.7"	"32.4"	"20.7"	"0.18"	"32"	"32"	"2.82"	"3"	"47"	"Clay loam"
"IA"	"IA169"	"Story"	"411347"	"956"	"Harps-Okoboji complex, 0 to 2 percent slopes"	"16195632"	"10"	"1"		"23"	"41"	".24"	"1.35"	"7.7"	"33.6"	"23"	"0.18"	"32"	"32"	"2.82"	"5"	"51"	"Clay loam"
"IA"	"IA169"	"Story"	"411347"	"956"	"Harps-Okoboji complex, 0 to 2 percent slopes"	"16195632"	"10"	"1"		"0"	"23"	".28"	"1.05"	"7.5"	"31.5"	"19.4"	"0.18"	"32"	"30"	"2.82"	"7"	"54"	"Clay loam"
"IA"	"IA169"	"Story"	"411347"	"956"	"Harps-Okoboji complex, 0 to 2 percent slopes"	"16195632"	"10"	"1"		"51"	"91"	".32"	"1.4"	"8"	"30.4"	"17.1"	"0.17"	"27"	"39"	"2.82"	"1.5"	"38"	"Clay loam"
"IA"	"IA169"	"Story"	"411347"	"956"	"Harps-Okoboji complex, 0 to 2 percent slopes"	"16195633"	"55"	"1"	"25"	"160"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"30"	"Loam"
"IA"	"IA169"	"Story"	"411347"	"956"	"Harps-Okoboji complex, 0 to 2 percent slopes"	"16195633"	"55"	"1"	"25"	"20"	"41"	".24"	"1.35"	"8"	"33.6"	"23"	"0.18"	"32"	"32"	"2.82"	"5"	"50"	"Clay loam"
"IA"	"IA169"	"Story"	"411347"	"956"	"Harps-Okoboji complex, 0 to 2 percent slopes"	"16195633"	"55"	"1"	"25"	"0"	"20"	".24"	"1.05"	"7.5"	"31.5"	"19.4"	"0.18"	"32"	"30"	"2.82"	"7"	"54"	"Clay loam"
"IA"	"IA169"	"Story"	"411347"	"956"	"Harps-Okoboji complex, 0 to 2 percent slopes"	"16195633"	"55"	"1"	"25"	"41"	"160"	".32"	"1.4"	"8"	"29.2"	"15.3"	"0.18"	"25"	"39"	"9.17"	"1.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"2765537"	"L138B"	"Clarion loam, Bemis moraine, 2 to 6 percent slopes"	"16195587"	"10"	"8"		"140"	"200"	".37"	"1.5"	"8"	"24.2"	"9"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2765537"	"L138B"	"Clarion loam, Bemis moraine, 2 to 6 percent slopes"	"16195587"	"10"	"8"		"0"	"20"	".28"	"1.3"	"7.7"	"26.7"	"11.9"	"0.18"	"18"	"51"	"9.17"	"2.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2765537"	"L138B"	"Clarion loam, Bemis moraine, 2 to 6 percent slopes"	"16195587"	"10"	"8"		"20"	"140"	".37"	"1.55"	"7.5"	"27.6"	"13.2"	"0.18"	"21"	"42"	"9.17"	"0.5"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2765537"	"L138B"	"Clarion loam, Bemis moraine, 2 to 6 percent slopes"	"16195588"	"5"	"2"		"20"	"38"	".28"	"1.25"	"6.2"	"29.9"	"16.6"	"0.21"	"26"	"31"	"9.17"	"4"	"44"	"Loam"
"IA"	"IA169"	"Story"	"2765537"	"L138B"	"Clarion loam, Bemis moraine, 2 to 6 percent slopes"	"16195588"	"5"	"2"		"0"	"20"	".28"	"1.1"	"6.2"	"29.8"	"16.5"	"0.21"	"26"	"31"	"9.17"	"6"	"48"	"Loam"
"IA"	"IA169"	"Story"	"2765537"	"L138B"	"Clarion loam, Bemis moraine, 2 to 6 percent slopes"	"16195588"	"5"	"2"		"74"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2765537"	"L138B"	"Clarion loam, Bemis moraine, 2 to 6 percent slopes"	"16195588"	"5"	"2"		"38"	"74"	".32"	"1.35"	"6.6"	"28.9"	"14.9"	"0.18"	"26"	"36"	"9.17"	"1.25"	"38"	"Loam"
"IA"	"IA169"	"Story"	"2765537"	"L138B"	"Clarion loam, Bemis moraine, 2 to 6 percent slopes"	"16195589"	"85"	"3"	"40"	"35"	"84"	".32"	"1.4"	"6.6"	"27"	"12.2"	"0.18"	"21"	"45"	"9.17"	"0.75"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2765537"	"L138B"	"Clarion loam, Bemis moraine, 2 to 6 percent slopes"	"16195589"	"85"	"3"	"40"	"0"	"23"	".24"	"1.3"	"6.2"	"28.6"	"14.5"	"0.21"	"21"	"45"	"9.17"	"3.5"	"39"	"Loam"
"IA"	"IA169"	"Story"	"2765537"	"L138B"	"Clarion loam, Bemis moraine, 2 to 6 percent slopes"	"16195589"	"85"	"3"	"40"	"84"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2765537"	"L138B"	"Clarion loam, Bemis moraine, 2 to 6 percent slopes"	"16195589"	"85"	"3"	"40"	"23"	"35"	".28"	"1.35"	"6.2"	"28.1"	"13.8"	"0.18"	"21"	"45"	"9.17"	"2.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"2765547"	"138B"	"Clarion loam, 2 to 6 percent slopes"	"16195691"	"5"	"2"		"91"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2765547"	"138B"	"Clarion loam, 2 to 6 percent slopes"	"16195691"	"5"	"2"		"43"	"91"	".32"	"1.35"	"6.6"	"30.7"	"17.7"	"0.17"	"30"	"37"	"2.82"	"1.25"	"42"	"Clay loam"
"IA"	"IA169"	"Story"	"2765547"	"138B"	"Clarion loam, 2 to 6 percent slopes"	"16195691"	"5"	"2"		"0"	"25"	".28"	"1.1"	"6.2"	"31.1"	"18.7"	"0.18"	"30"	"31"	"2.82"	"6"	"52"	"Clay loam"
"IA"	"IA169"	"Story"	"2765547"	"138B"	"Clarion loam, 2 to 6 percent slopes"	"16195691"	"5"	"2"		"25"	"43"	".28"	"1.25"	"6.2"	"31.4"	"19.1"	"0.18"	"30"	"31"	"2.82"	"4"	"48"	"Clay loam"
"IA"	"IA169"	"Story"	"2765547"	"138B"	"Clarion loam, 2 to 6 percent slopes"	"16195692"	"5"	"8"		"140"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2765547"	"138B"	"Clarion loam, 2 to 6 percent slopes"	"16195692"	"5"	"8"		"0"	"20"	".28"	"1.3"	"7.7"	"27.8"	"13.3"	"0.18"	"21"	"46"	"9.17"	"2.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"2765547"	"138B"	"Clarion loam, 2 to 6 percent slopes"	"16195692"	"5"	"8"		"20"	"140"	".37"	"1.55"	"7.8"	"27.6"	"13.2"	"0.18"	"21"	"42"	"9.17"	"0.5"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2765547"	"138B"	"Clarion loam, 2 to 6 percent slopes"	"16195693"	"5"	"1"		"107"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2765547"	"138B"	"Clarion loam, 2 to 6 percent slopes"	"16195693"	"5"	"1"		"51"	"107"	".32"	"1.4"	"7.3"	"30.7"	"17.6"	"0.17"	"28"	"35"	"2.82"	"1.5"	"41"	"Clay loam"
"IA"	"IA169"	"Story"	"2765547"	"138B"	"Clarion loam, 2 to 6 percent slopes"	"16195693"	"5"	"1"		"0"	"25"	".28"	"1.05"	"6.5"	"31.8"	"19.8"	"0.18"	"33"	"25"	"2.82"	"7"	"56"	"Clay loam"
"IA"	"IA169"	"Story"	"2765547"	"138B"	"Clarion loam, 2 to 6 percent slopes"	"16195693"	"5"	"1"		"25"	"51"	".28"	"1.35"	"6.9"	"33.9"	"23.5"	"0.18"	"33"	"25"	"2.82"	"5"	"53"	"Clay loam"
"IA"	"IA169"	"Story"	"2765547"	"138B"	"Clarion loam, 2 to 6 percent slopes"	"16195694"	"85"	"3"	"30"	"86"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2765547"	"138B"	"Clarion loam, 2 to 6 percent slopes"	"16195694"	"85"	"3"	"30"	"20"	"40"	".28"	"1.35"	"6.2"	"29.5"	"15.8"	"0.18"	"25"	"41"	"9.17"	"2.5"	"40"	"Loam"
"IA"	"IA169"	"Story"	"2765547"	"138B"	"Clarion loam, 2 to 6 percent slopes"	"16195694"	"85"	"3"	"30"	"0"	"20"	".24"	"1.3"	"6.2"	"29.9"	"16.4"	"0.21"	"25"	"41"	"9.17"	"3.5"	"42"	"Loam"
"IA"	"IA169"	"Story"	"2765547"	"138B"	"Clarion loam, 2 to 6 percent slopes"	"16195694"	"85"	"3"	"30"	"40"	"86"	".32"	"1.4"	"6.6"	"27.8"	"13.3"	"0.18"	"23"	"43"	"9.17"	"0.75"	"35"	"Loam"
"IA"	"IA169"	"Story"	"2800480"	"L55"	"Nicollet loam, 1 to 3 percent slopes"	"16195591"	"10"	"3"		"0"	"23"	".24"	"1.3"	"6.2"	"28.6"	"14.5"	"0.21"	"21"	"45"	"9.17"	"3.5"	"39"	"Loam"
"IA"	"IA169"	"Story"	"2800480"	"L55"	"Nicollet loam, 1 to 3 percent slopes"	"16195591"	"10"	"3"		"35"	"84"	".32"	"1.4"	"6.6"	"27"	"12.2"	"0.18"	"21"	"45"	"9.17"	"0.75"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2800480"	"L55"	"Nicollet loam, 1 to 3 percent slopes"	"16195591"	"10"	"3"		"84"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2800480"	"L55"	"Nicollet loam, 1 to 3 percent slopes"	"16195591"	"10"	"3"		"23"	"35"	".28"	"1.35"	"6.2"	"28.1"	"13.8"	"0.18"	"21"	"45"	"9.17"	"2.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"2800480"	"L55"	"Nicollet loam, 1 to 3 percent slopes"	"16195590"	"85"	"2"	"30"	"20"	"38"	".28"	"1.25"	"6.2"	"29.9"	"16.6"	"0.21"	"26"	"31"	"9.17"	"4"	"44"	"Loam"
"IA"	"IA169"	"Story"	"2800480"	"L55"	"Nicollet loam, 1 to 3 percent slopes"	"16195590"	"85"	"2"	"30"	"0"	"20"	".28"	"1.1"	"6.2"	"29.8"	"16.5"	"0.21"	"26"	"31"	"9.17"	"6"	"48"	"Loam"
"IA"	"IA169"	"Story"	"2800480"	"L55"	"Nicollet loam, 1 to 3 percent slopes"	"16195590"	"85"	"2"	"30"	"74"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2800480"	"L55"	"Nicollet loam, 1 to 3 percent slopes"	"16195590"	"85"	"2"	"30"	"38"	"74"	".32"	"1.35"	"6.6"	"28.9"	"14.9"	"0.18"	"26"	"36"	"9.17"	"1.25"	"38"	"Loam"
"IA"	"IA169"	"Story"	"2800480"	"L55"	"Nicollet loam, 1 to 3 percent slopes"	"16195592"	"5"	"1"		"97"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2800480"	"L55"	"Nicollet loam, 1 to 3 percent slopes"	"16195592"	"5"	"1"		"0"	"20"	".28"	"1.05"	"6.5"	"31.5"	"19.4"	"0.18"	"32"	"21"	"2.82"	"7"	"55"	"Clay loam"
"IA"	"IA169"	"Story"	"2800480"	"L55"	"Nicollet loam, 1 to 3 percent slopes"	"16195592"	"5"	"1"		"20"	"58"	".28"	"1.25"	"6.9"	"32.8"	"21.6"	"0.18"	"33"	"25"	"2.82"	"5"	"53"	"Clay loam"
"IA"	"IA169"	"Story"	"2800480"	"L55"	"Nicollet loam, 1 to 3 percent slopes"	"16195592"	"5"	"1"		"58"	"97"	".32"	"1.35"	"7.3"	"29"	"15.2"	"0.18"	"26"	"33"	"9.17"	"1.5"	"39"	"Loam"
"IA"	"IA169"	"Story"	"2800481"	"55"	"Nicollet clay loam, 1 to 3 percent slopes"	"16195619"	"5"	"1"		"107"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2800481"	"55"	"Nicollet clay loam, 1 to 3 percent slopes"	"16195619"	"5"	"1"		"51"	"107"	".32"	"1.4"	"7.3"	"30.7"	"17.6"	"0.17"	"28"	"35"	"2.82"	"1.5"	"41"	"Clay loam"
"IA"	"IA169"	"Story"	"2800481"	"55"	"Nicollet clay loam, 1 to 3 percent slopes"	"16195619"	"5"	"1"		"0"	"25"	".28"	"1.05"	"6.5"	"31.8"	"19.8"	"0.18"	"33"	"25"	"2.82"	"7"	"56"	"Clay loam"
"IA"	"IA169"	"Story"	"2800481"	"55"	"Nicollet clay loam, 1 to 3 percent slopes"	"16195619"	"5"	"1"		"25"	"51"	".28"	"1.35"	"6.9"	"33.9"	"23.5"	"0.18"	"33"	"25"	"2.82"	"5"	"53"	"Clay loam"
"IA"	"IA169"	"Story"	"2800481"	"55"	"Nicollet clay loam, 1 to 3 percent slopes"	"16195620"	"85"	"2"	"25"	"91"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2800481"	"55"	"Nicollet clay loam, 1 to 3 percent slopes"	"16195620"	"85"	"2"	"25"	"43"	"91"	".32"	"1.35"	"6.6"	"30.7"	"17.7"	"0.17"	"30"	"37"	"2.82"	"1.25"	"42"	"Clay loam"
